Player_Name,Year,Matches_Batted,Runs_Scored,Batting_Average,Batting_Strike_Rate,Balls_Faced,Matches_Bowled,Balls_Bowled,Wickets_Taken,Bowling_Average,Economy_Rate,Batsman_Type,Bowler_Type,Batsman_Dominance,Bowler_Dominance,Rolling_Avg_Runs
Rohit Sharma,2020.0,12,332.0,27.66,127.69,260.0,12,0,0.0,0.0,0.0,Anchor,Spin,1276900.0,0.0,346.0
Rohit Sharma,2019.0,15,405.0,28.92,128.57,315.0,15,0,0.0,0.0,0.0,Anchor,Spin,1285699.9999999998,0.0,355.8333333333333
Rohit Sharma,2018.0,14,286.0,23.83,133.02,215.0,14,0,0.0,0.0,0.0,Anchor,Spin,1330200.0,0.0,345.85714285714283
Rohit Sharma,2017.0,17,333.0,23.78,121.97,273.0,17,0,0.0,0.0,0.0,Anchor,Spin,1219700.0,0.0,344.25
Rohit Sharma,2016.0,14,489.0,44.45,132.88,368.0,14,0,0.0,0.0,0.0,Anchor,Spin,1328800.0,0.0,360.3333333333333
Rohit Sharma,2015.0,16,482.0,34.42,144.74,333.0,16,0,0.0,0.0,0.0,Aggressive,Spin,1447400.0,0.0,372.5
Rohit Sharma,2014.0,15,390.0,30.0,129.13,302.0,15,18,1.0,26.0,8.66,Anchor,Pace,14.910913268899897,0.8666637777874073,374.09090909090907
Rohit Sharma,2013.0,19,538.0,38.42,131.54,409.0,19,8,0.0,0.0,4.5,Anchor,Spin,29.230461545298994,0.0,387.75
Rohit Sharma,2012.0,17,433.0,30.92,126.6,342.0,17,6,0.0,0.0,16.0,Anchor,Pace,7.91245054718408,0.0,391.2307692307692
Rohit Sharma,2011.0,16,372.0,33.81,125.25,297.0,16,48,0.0,0.0,13.25,Anchor,Pace,9.452758847103041,0.0,389.85714285714283
Rohit Sharma,2010.0,16,404.0,28.85,133.77,302.0,16,114,2.0,76.5,8.05,Anchor,Spin,16.617184879690935,2.651637256023376,390.8
Rohit Sharma,2009.0,16,362.0,27.84,114.92,315.0,16,138,11.0,14.63,7.0,Anchor,Spin,16.416908329881004,0.5255009859878377,389.0
Rohit Sharma,2008.0,13,404.0,36.72,147.98,273.0,13,24,1.0,25.0,6.25,Aggressive,Spin,23.67642117726116,0.6808260326088437,389.88235294117646
Romario Shepherd,2024.0,6,57.0,28.5,271.43,21.0,6,72,1.0,159.0,13.25,Aggressive,Pace,20.485128414125178,5.578927793235813,57.0
Romario Shepherd,2023.0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,28.5
Romario Shepherd,2022.0,3,58.0,29.0,141.46,41.0,3,54,3.0,32.67,10.89,Aggressive,Pace,12.989779708175316,1.1265478394902086,38.333333333333336
Rovman Powell,2024.0,9,103.0,17.17,151.47,68.0,9,0,0.0,0.0,0.0,Aggressive,Spin,1514700.0,0.0,103.0
Rovman Powell,2023.0,3,7.0,2.33,77.78,9.0,3,12,1.0,18.0,9.0,Anchor,Pace,8.642126198597794,7.7249903437620695,55.0
Rovman Powell,2022.0,14,250.0,25.0,149.7,167.0,14,6,0.0,0.0,17.0,Aggressive,Pace,8.805830553937918,0.0,120.0
Ruturaj Gaikwad,2024.0,14,583.0,53.0,141.16,413.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1411600.0,0.0,583.0
Ruturaj Gaikwad,2023.0,16,590.0,42.14,147.5,400.0,16,0,0.0,0.0,0.0,Aggressive,Spin,1475000.0,0.0,586.5
Ruturaj Gaikwad,2022.0,14,368.0,26.29,126.46,291.0,14,0,0.0,0.0,0.0,Anchor,Spin,1264599.9999999998,0.0,513.6666666666666
Ruturaj Gaikwad,2021.0,16,635.0,45.35,136.26,466.0,16,0,0.0,0.0,0.0,Anchor,Spin,1362599.9999999998,0.0,544.0
Ruturaj Gaikwad,2020.0,6,204.0,51.0,120.71,169.0,6,0,0.0,0.0,0.0,Anchor,Spin,1207099.9999999998,0.0,476.0
Ryan Rickelton,,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,0.0
Sachin Baby,2021.0,1,7.0,7.0,41.17,17.0,0.0,0.0,0.0,0.0,0.0,Anchor,Spin,411700.0,0.0,7.0
Sachin Baby,2017.0,3,15.0,5.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,Anchor,Spin,1000000.0,0.0,11.0
Sachin Baby,2016.0,11,119.0,23.8,150.63,79.0,11.0,10.0,2.0,4.0,4.8,Aggressive,Spin,31.380596237578384,0.1680665207289045,47.0
Sachin Baby,2013.0,4,3.0,3.0,42.85,7.0,0.0,0.0,0.0,0.0,0.0,Anchor,Spin,428500.0,0.0,36.0
Sai Kishore,2024.0,5,13.0,13.0,216.67,6.0,5,90,7.0,19.57,9.13,Aggressive,Pace,23.731393960635696,1.505373035592034,13.0
Sai Kishore,2022.0,5,0.0,0.0,0.0,0.0,5,96,6.0,20.17,7.56,Anchor,Spin,0.0,201700.0,6.5
Sam Curran,2024.0,13,270.0,27.0,123.29,219.0,13,246,16.0,26.0,10.15,Anchor,Pace,12.14667835784869,0.9629593964466798,270.0
Sam Curran,2023.0,14,276.0,27.6,135.96,203.0,14,287,10.0,48.9,10.22,Anchor,Pace,13.303196641911528,1.7717327111133654,273.0
Sam Curran,2021.0,9,56.0,18.66,193.1,29.0,9,198,9.0,36.44,9.93,Aggressive,Pace,19.445927029939277,1.952829834781164,200.66666666666666
Sam Curran,2020.0,14,186.0,23.25,131.91,141.0,14,252,13.0,26.46,8.19,Anchor,Spin,16.10603045139864,1.138059621248941,197.0
Sam Curran,2019.0,9,95.0,23.75,172.72,55.0,9,198,10.0,32.3,9.78,Aggressive,Pace,17.660351121154182,1.359994273708321,176.6
Sameer Rizvi,2024.0,8,51.0,12.75,118.6,43.0,8,0,0.0,0.0,0.0,Anchor,Spin,1186000.0,0.0,51.0
Sandeep Sharma,2024.0,10,0.0,0.0,0.0,0.0,11,228,13.0,23.92,8.18,Anchor,Spin,0.0,239200.0,0.0
Sandeep Sharma,2023.0,12,2.0,0.0,33.33,6.0,12,276,10.0,39.6,8.61,Anchor,Pace,3.8710351796146387,396000.0,1.0
Sandeep Sharma,2022.0,5,0.0,0.0,0.0,0.0,5,120,2.0,76.5,7.65,Anchor,Spin,0.0,765000.0,0.6666666666666666
Sandeep Sharma,2021.0,7,8.0,8.0,114.28,7.0,7,141,3.0,67.66,8.63,Anchor,Pace,13.242025005503992,8.457394282571467,2.5
Sandeep Sharma,2020.0,13,12.0,6.0,80.0,15.0,13,312,14.0,26.71,7.19,Anchor,Spin,11.126409924757652,4.451592473458776,4.4
Sandeep Sharma,2019.0,11,6.0,0.0,200.0,3.0,11,256,12.0,29.33,8.25,Aggressive,Spin,24.242130398419413,293299.99999999994,4.666666666666667
Sandeep Sharma,2018.0,12,0.0,0.0,0.0,4.0,12,264,12.0,27.75,7.56,Anchor,Spin,0.0,277500.0,4.0
Sandeep Sharma,2017.0,13,7.0,0.0,116.66,6.0,13,288,17.0,23.41,8.29,Anchor,Spin,14.072206607881691,234100.0,4.375
Sandeep Sharma,2016.0,14,8.0,0.0,88.88,9.0,14,300,15.0,24.4,7.32,Anchor,Spin,12.141910629636206,243999.99999999997,4.777777777777778
Sandeep Sharma,2015.0,14,9.0,9.0,64.28,14.0,14,300,13.0,26.92,7.0,Anchor,Spin,9.182725961057699,2.991077876912479,5.2
Sandeep Sharma,2014.0,11,2.0,0.0,40.0,5.0,11,241,18.0,19.66,8.81,Anchor,Pace,4.5402435840682855,196600.0,4.909090909090909
Sandeep Sharma,2013.0,4,0.0,0.0,0.0,0.0,4,96,8.0,14.87,7.43,Anchor,Spin,0.0,148699.99999999997,4.5
Sanju Samson,2024.0,15,531.0,48.27,153.47,346.0,15,0,0.0,0.0,0.0,Aggressive,Spin,1534700.0,0.0,531.0
Sanju Samson,2023.0,14,362.0,30.17,153.39,236.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1533899.9999999998,0.0,446.5
Sanju Samson,2022.0,17,458.0,28.63,146.79,312.0,17,0,0.0,0.0,0.0,Aggressive,Spin,1467899.9999999998,0.0,450.3333333333333
Sanju Samson,2021.0,14,484.0,40.33,136.72,354.0,14,0,0.0,0.0,0.0,Anchor,Spin,1367200.0,0.0,458.75
Sanju Samson,2020.0,14,375.0,28.84,158.89,236.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1588899.9999999998,0.0,442.0
Sanju Samson,2019.0,12,342.0,34.2,148.69,230.0,12,0,0.0,0.0,0.0,Aggressive,Spin,1486900.0,0.0,425.3333333333333
Sanju Samson,2018.0,15,441.0,31.5,137.81,320.0,15,0,0.0,0.0,0.0,Anchor,Spin,1378100.0,0.0,427.57142857142856
Sanju Samson,2017.0,14,386.0,27.57,141.39,273.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1413899.9999999998,0.0,422.375
Sanju Samson,2016.0,14,291.0,26.45,112.35,259.0,14,0,0.0,0.0,0.0,Anchor,Spin,1123500.0,0.0,407.77777777777777
Sanju Samson,2015.0,14,204.0,20.4,125.15,163.0,14,0,0.0,0.0,0.0,Anchor,Spin,1251500.0,0.0,387.4
Sanju Samson,2014.0,13,339.0,26.07,124.17,273.0,13,0,0.0,0.0,0.0,Anchor,Spin,1241700.0,0.0,383.0
Sanju Samson,2013.0,11,206.0,25.75,115.73,178.0,11,0,0.0,0.0,0.0,Anchor,Spin,1157300.0,0.0,368.25
Shahbaz Ahamad,2024.0,16,215.0,23.89,129.52,166.0,16,165,7.0,38.57,9.82,Anchor,Pace,13.189275058298795,1.61447628934161,215.0
Shahbaz Ahamad,2023.0,10,42.0,10.5,107.69,39.0,10,42,1.0,95.0,13.57,Anchor,Pace,7.93582950752021,9.047532880639233,128.5
Shahbaz Ahamad,2022.0,16,219.0,27.38,120.99,181.0,16,210,4.0,84.0,9.6,Anchor,Pace,12.60299371881543,3.067921592689581,158.66666666666666
Shahbaz Ahamad,2021.0,11,59.0,8.42,111.32,53.0,11,84,7.0,13.14,6.57,Anchor,Spin,16.94342551863746,1.5605515373926677,133.75
Shahbaz Ahamad,2020.0,2,1.0,0.0,100.0,1.0,2,36,2.0,22.0,7.33,Anchor,Spin,13.642378685147543,220000.0,107.2
Shahrukh Khan,2024.0,7,127.0,18.14,169.33,75.0,7,12,0.0,0.0,7.5,Aggressive,Spin,22.577032306235918,0.0,127.0
Shahrukh Khan,2023.0,14,156.0,22.29,165.96,94.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1659600.0,0.0,141.5
Shahrukh Khan,2022.0,8,117.0,16.71,108.33,108.0,8,0,0.0,0.0,0.0,Anchor,Spin,1083300.0,0.0,133.33333333333334
Shahrukh Khan,2021.0,11,153.0,21.85,134.21,114.0,11,0,0.0,0.0,0.0,Anchor,Spin,1342100.0,0.0,138.25
Shaik Rasheed,,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,0.0
Shamar Joseph,2024.0,1,0.0,0.0,0.0,0.0,1,24,0.0,0.0,11.75,Anchor,Pace,0.0,0.0,0.0
Shashank Singh,2024.0,14,354.0,44.25,164.65,215.0,14,6,1.0,5.0,5.0,Aggressive,Spin,32.92934141317174,0.11299409492859902,354.0
Shashank Singh,2022.0,10,69.0,17.25,146.81,47.0,10,12,0.0,0.0,10.0,Aggressive,Pace,14.680853191468087,0.0,211.5
Sherfane Rutherford,2022.0,3,33.0,16.5,66.0,50.0,3,0,0.0,0.0,0.0,Anchor,Spin,660000.0,0.0,33.0
Sherfane Rutherford,2019.0,7,73.0,14.6,135.18,54.0,7,41,1.0,59.0,8.63,Anchor,Pace,15.663781416206069,4.041068211861563,53.0
Shimron Hetmyer,2024.0,12,113.0,22.6,163.77,69.0,12,0,0.0,0.0,0.0,Aggressive,Spin,1637700.0,0.0,113.0
Shimron Hetmyer,2023.0,14,300.0,37.5,152.28,197.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1522800.0,0.0,206.5
Shimron Hetmyer,2022.0,15,314.0,44.86,153.92,204.0,15,0,0.0,0.0,0.0,Aggressive,Spin,1539199.9999999998,0.0,242.33333333333334
Shimron Hetmyer,2021.0,14,242.0,34.57,168.05,144.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1680500.0,0.0,242.25
Shimron Hetmyer,2020.0,12,185.0,23.12,148.0,125.0,12,0,0.0,0.0,0.0,Aggressive,Spin,1480000.0,0.0,230.8
Shimron Hetmyer,2019.0,5,90.0,18.0,123.28,73.0,5,0,0.0,0.0,0.0,Anchor,Spin,1232800.0,0.0,207.33333333333334
Shivam Dube,2024.0,14,396.0,36.0,162.3,244.0,14,6,1.0,14.0,14.0,Aggressive,Pace,11.592774337326164,0.38888780864497596,396.0
Shivam Dube,2023.0,16,418.0,38.0,158.33,264.0,16,0,0.0,0.0,0.0,Aggressive,Spin,1583300.0,0.0,407.0
Shivam Dube,2022.0,11,289.0,28.9,156.22,185.0,11,12,0.0,0.0,18.0,Aggressive,Pace,8.678840673107372,0.0,367.6666666666667
Shivam Dube,2021.0,9,230.0,28.75,119.17,193.0,9,30,0.0,0.0,9.8,Anchor,Pace,12.160079999183681,0.0,333.25
Shivam Dube,2020.0,11,129.0,18.42,122.85,105.0,11,54,4.0,18.25,8.11,Anchor,Spin,15.147778695700424,0.9907655224455892,292.4
Shivam Dube,2019.0,4,40.0,13.33,121.21,33.0,4,10,0.0,0.0,4.8,Anchor,Spin,25.251557259223766,0.0,250.33333333333334
Shreyas Gopal,2024.0,3,0.0,0.0,0.0,0.0,3,42,3.0,22.33,9.57,Anchor,Pace,0.0,223299.99999999997,0.0
Shreyas Gopal,2022.0,1,9.0,0.0,128.57,7.0,1,18,1.0,34.0,11.33,Anchor,Pace,11.347649182266705,340000.0,4.5
Shreyas Gopal,2021.0,3,7.0,7.0,140.0,5.0,3,42,0.0,0.0,12.0,Anchor,Pace,11.666569445254623,0.0,5.333333333333333
Shreyas Gopal,2020.0,14,37.0,9.25,94.87,39.0,14,300,10.0,42.7,8.54,Anchor,Pace,11.10876921815904,4.616166311715549,13.25
Shreyas Gopal,2019.0,14,63.0,15.75,136.95,46.0,14,288,20.0,17.35,7.22,Anchor,Spin,18.9678813312835,1.1015803074266197,23.2
Shreyas Gopal,2018.0,11,50.0,16.66,111.11,45.0,11,186,11.0,21.45,7.61,Anchor,Spin,14.600333766967582,1.2875072778674796,27.666666666666668
Shreyas Gopal,2016.0,1,2.0,2.0,12.5,16.0,1,18,0.0,0.0,6.0,Anchor,Spin,2.083298611689805,0.0,24.0
Shreyas Gopal,2015.0,1,1.0,0.0,100.0,1.0,1,13,1.0,23.0,10.61,Anchor,Pace,9.424981856909927,230000.0,21.125
Shreyas Gopal,2014.0,4,11.0,11.0,110.0,10.0,4,84,6.0,18.83,8.07,Anchor,Spin,13.630562198733596,1.711802619976182,20.0
Shreyas Iyer,2024.0,14,351.0,39.0,146.86,239.0,14,0,0.0,0.0,0.0,Aggressive,Spin,1468600.0,0.0,351.0
Shreyas Iyer,2022.0,14,401.0,30.85,134.56,298.0,14,6,0.0,0.0,7.0,Anchor,Spin,19.22258253453522,0.0,376.0
Shreyas Iyer,2021.0,8,175.0,35.0,102.33,171.0,8,0,0.0,0.0,0.0,Anchor,Spin,1023299.9999999999,0.0,309.0
Shreyas Iyer,2020.0,17,519.0,34.6,123.27,421.0,17,0,0.0,0.0,0.0,Anchor,Spin,1232700.0,0.0,361.5
Shreyas Iyer,2019.0,16,463.0,30.86,119.94,386.0,16,0,0.0,0.0,0.0,Anchor,Spin,1199400.0,0.0,381.8
Shreyas Iyer,2018.0,14,411.0,37.36,132.58,310.0,14,0,0.0,0.0,0.0,Anchor,Spin,1325800.0,0.0,386.6666666666667
Shreyas Iyer,2017.0,12,338.0,33.8,139.09,243.0,12,0,0.0,0.0,0.0,Anchor,Spin,1390900.0,0.0,379.7142857142857
Shreyas Iyer,2016.0,6,30.0,5.0,69.76,43.0,6,0,0.0,0.0,0.0,Anchor,Spin,697600.0,0.0,336.0
Shreyas Iyer,2015.0,14,439.0,33.76,128.36,342.0,14,0,0.0,0.0,0.0,Anchor,Spin,1283600.0,0.0,347.44444444444446
Shrijith Krishnan,,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,0.0
Shubham Dubey,2024.0,4,33.0,16.5,173.68,19.0,4,0,0.0,0.0,0.0,Aggressive,Spin,1736800.0,0.0,33.0
Shubman Gill,2024.0,12,426.0,38.73,147.4,289.0,12,0,0.0,0.0,0.0,Aggressive,Spin,1474000.0,0.0,426.0
Shubman Gill,2023.0,17,890.0,59.33,157.8,564.0,17,0,0.0,0.0,0.0,Aggressive,Spin,1578000.0,0.0,658.0
Shubman Gill,2022.0,16,483.0,34.5,132.33,365.0,16,0,0.0,0.0,0.0,Anchor,Spin,1323300.0,0.0,599.6666666666666
Shubman Gill,2021.0,17,478.0,28.11,118.9,402.0,17,0,0.0,0.0,0.0,Anchor,Spin,1189000.0,0.0,569.25
Shubman Gill,2020.0,14,440.0,33.84,117.96,373.0,14,0,0.0,0.0,0.0,Anchor,Spin,1179599.9999999998,0.0,543.4
Shubman Gill,2019.0,14,296.0,32.88,124.36,238.0,14,0,0.0,0.0,0.0,Anchor,Spin,1243600.0,0.0,502.1666666666667
Shubman Gill,2018.0,13,203.0,33.83,146.04,139.0,13,0,0.0,0.0,0.0,Aggressive,Spin,1460399.9999999998,0.0,459.42857142857144
Simarjeet Singh,2024.0,4,0.0,0.0,0.0,0.0,4,72,5.0,24.2,10.08,Anchor,Pace,0.0,241999.99999999997,0.0
Simarjeet Singh,2022.0,6,7.0,7.0,87.5,8.0,6,108,4.0,34.5,7.67,Anchor,Spin,11.407934707500555,4.92850102141398,3.5
Spencer Johnson,2024.0,5,6.0,0.0,85.71,7.0,5,96,4.0,37.75,9.44,Anchor,Pace,9.079352972955794,377500.0,6.0
Sunil Narine,2024.0,14,488.0,34.86,180.74,270.0,15,330,17.0,21.65,6.69,Aggressive,Spin,27.01603862423581,0.621053869610242,488.0
Sunil Narine,2023.0,14,21.0,3.0,84.0,25.0,14,288,11.0,34.82,7.98,Anchor,Spin,10.526183882407489,11.606279790673643,254.5
Sunil Narine,2022.0,14,71.0,8.88,177.5,40.0,14,336,9.0,34.67,5.57,Aggressive,Spin,31.866573311071615,3.904235312665398,193.33333333333334
Sunil Narine,2021.0,14,62.0,7.75,131.91,47.0,14,336,16.0,22.56,6.44,Anchor,Spin,20.48260120184469,2.9109301815460444,160.5
Sunil Narine,2020.0,10,121.0,13.44,142.35,85.0,10,228,5.0,60.4,7.94,Aggressive,Spin,17.9279857936298,4.494014181442102,152.6
Sunil Narine,2019.0,12,143.0,17.87,166.27,86.0,12,266,10.0,34.7,7.82,Aggressive,Spin,21.261876446592755,1.9417910364239708,151.0
Sunil Narine,2018.0,16,357.0,22.31,189.89,188.0,16,366,17.0,27.47,7.65,Aggressive,Spin,24.821897752970546,1.2312808996822067,180.42857142857142
Sunil Narine,2017.0,16,224.0,17.23,172.3,130.0,16,354,10.0,41.2,6.98,Aggressive,Spin,24.684460108021376,2.391164299684854,185.875
Sunil Narine,2016.0,11,7.0,7.0,53.84,13.0,11,257,11.0,27.63,7.09,Anchor,Spin,7.593686971975008,3.947086470193283,166.0
Sunil Narine,2015.0,8,0.0,0.0,0.0,1.0,8,192,7.0,33.42,7.31,Anchor,Spin,0.0,334200.0,149.4
Sunil Narine,2014.0,16,10.0,5.0,71.42,14.0,16,384,21.0,19.38,6.35,Anchor,Spin,11.247066975323225,3.875922481550369,136.72727272727272
Sunil Narine,2013.0,16,21.0,7.0,110.52,19.0,16,384,22.0,15.9,5.46,Anchor,Spin,20.241387520375085,2.27139612291253,127.08333333333333
Sunil Narine,2012.0,15,9.0,9.0,128.57,7.0,15,355,24.0,13.5,5.47,Anchor,Spin,23.50414069212629,1.4999833335185164,118.0
Suryakumar Yadav,2024.0,11,345.0,34.5,167.48,206.0,11.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1674799.9999999998,0.0,345.0
Suryakumar Yadav,2023.0,16,605.0,43.21,181.14,334.0,16.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1811399.9999999998,0.0,475.0
Suryakumar Yadav,2022.0,8,303.0,43.29,145.67,208.0,8.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1456699.9999999998,0.0,417.6666666666667
Suryakumar Yadav,2021.0,14,317.0,22.64,143.43,221.0,14.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1434300.0,0.0,392.5
Suryakumar Yadav,2020.0,16,480.0,40.0,145.01,331.0,16.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1450099.9999999998,0.0,410.0
Suryakumar Yadav,2019.0,16,424.0,32.61,130.86,324.0,16.0,0.0,0.0,0.0,0.0,Anchor,Spin,1308600.0,0.0,412.3333333333333
Suryakumar Yadav,2018.0,14,512.0,36.57,133.33,384.0,14.0,0.0,0.0,0.0,0.0,Anchor,Spin,1333300.0,0.0,426.57142857142856
Suryakumar Yadav,2017.0,10,105.0,17.5,119.31,88.0,10.0,0.0,0.0,0.0,0.0,Anchor,Spin,1193100.0,0.0,386.375
Suryakumar Yadav,2016.0,15,182.0,26.0,127.27,143.0,15.0,0.0,0.0,0.0,0.0,Anchor,Spin,1272700.0,0.0,363.6666666666667
Suryakumar Yadav,2015.0,13,157.0,17.44,138.93,113.0,13.0,0.0,0.0,0.0,0.0,Anchor,Spin,1389300.0,0.0,343.0
Suryakumar Yadav,2014.0,16,164.0,32.8,140.17,117.0,16.0,6.0,0.0,0.0,8.0,Aggressive,Spin,17.52103098711266,0.0,326.72727272727275
Suryakumar Yadav,2012.0,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,299.5
Suryansh Shedge,,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,0.0
Suyash Sharma,2024.0,2,0.0,0.0,0.0,0.0,2,24,0.0,0.0,12.75,Anchor,Pace,0.0,0.0,0.0
Suyash Sharma,2023.0,11,0.0,0.0,0.0,0.0,11,234,10.0,32.1,8.23,Anchor,Spin,0.0,321000.0,0.0
Swapnil Singh,2024.0,7,37.0,18.5,176.19,21.0,7,90,6.0,22.17,8.87,Aggressive,Pace,19.86336117969358,1.1983719006924287,37.0
Swapnil Singh,2023.0,2,2.0,0.0,50.0,4.0,2,12,0.0,0.0,9.0,Anchor,Pace,5.555493827846357,0.0,19.5
Swastik Chhikara,,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,0.0
T Natarajan,2024.0,14,0.0,0.0,0.0,0.0,14,308,19.0,24.47,9.06,Anchor,Pace,0.0,244699.99999999997,0.0
T Natarajan,2023.0,12,0.0,0.0,0.0,0.0,12,270,10.0,41.0,9.11,Anchor,Pace,0.0,410000.0,0.0
T Natarajan,2022.0,11,0.0,0.0,0.0,0.0,11,258,18.0,22.56,9.44,Anchor,Pace,0.0,225599.99999999997,0.0
T Natarajan,2021.0,2,0.0,0.0,0.0,0.0,2,48,2.0,34.5,8.62,Anchor,Pace,0.0,345000.0,0.0
T Natarajan,2020.0,16,3.0,0.0,60.0,5.0,16,377,16.0,31.5,8.02,Anchor,Spin,7.481203476265883,315000.0,0.6
T Natarajan,2017.0,6,0.0,0.0,0.0,0.0,6,76,2.0,57.5,9.07,Anchor,Pace,0.0,575000.0,0.5
Tim David,2024.0,13,241.0,30.13,158.55,152.0,13.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1585500.0,0.0,241.0
Tim David,2023.0,16,231.0,25.67,158.22,146.0,16.0,0.0,0.0,0.0,0.0,Aggressive,Spin,1582200.0,0.0,236.0
Tim David,2022.0,8,186.0,37.2,216.28,86.0,8.0,0.0,0.0,0.0,0.0,Aggressive,Spin,2162800.0,0.0,219.33333333333334
Tim David,2021.0,1,1.0,1.0,33.33,3.0,0.0,0.0,0.0,0.0,0.0,Anchor,Spin,333299.99999999994,0.0,164.75
Travis Head,2024.0,15,567.0,40.5,191.55,296.0,15,10,0.0,0.0,19.2,Aggressive,Pace,9.976510539007611,0.0,567.0
Travis Head,2017.0,7,151.0,30.2,139.81,108.0,7,48,2.0,40.5,10.12,Anchor,Pace,13.815080878647446,1.3410551620689999,359.0
Travis Head,2016.0,3,54.0,27.0,135.0,40.0,3,0,0.0,0.0,0.0,Anchor,Spin,1350000.0,0.0,257.3333333333333
Trent Boult,2024.0,15,14.0,7.0,87.5,16.0,16,320,16.0,27.69,8.31,Anchor,Spin,10.529355844093331,3.9556577763174814,14.0
Trent Boult,2023.0,10,16.0,16.0,114.29,14.0,10,228,13.0,24.0,8.21,Anchor,Spin,13.920658700868442,1.4999906250585935,15.0
Trent Boult,2022.0,16,40.0,20.0,137.93,29.0,16,372,16.0,30.75,7.94,Anchor,Spin,17.371317741590158,1.5374923125384374,23.333333333333332
Trent Boult,2021.0,14,1.0,0.0,25.0,4.0,14,308,13.0,31.23,7.9,Anchor,Spin,3.1645169048493056,312300.0,17.75
Trent Boult,2020.0,15,0.0,0.0,0.0,1.0,15,344,25.0,18.28,7.97,Anchor,Spin,0.0,182800.0,14.2
Trent Boult,2019.0,5,7.0,7.0,175.0,4.0,5,114,5.0,32.6,8.57,Aggressive,Pace,20.419831740586456,4.657076327481036,13.0
Trent Boult,2018.0,14,0.0,0.0,0.0,2.0,14,316,18.0,25.88,8.84,Anchor,Pace,0.0,258799.99999999997,11.142857142857142
Trent Boult,2017.0,6,5.0,0.0,62.5,8.0,6,143,5.0,43.2,9.06,Anchor,Pace,6.898378605092659,432000.0,10.375
Trent Boult,2016.0,1,0.0,0.0,0.0,0.0,1,24,1.0,39.0,9.75,Anchor,Pace,0.0,390000.0,9.222222222222221
Trent Boult,2015.0,7,0.0,0.0,0.0,0.0,7,168,9.0,26.22,8.42,Anchor,Spin,0.0,262200.0,8.3
Tripurana Vijay,,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,Anchor,Spin,0.0,0.0,0.0
Tristan Stubbs,2024.0,14,378.0,54.0,190.91,198.0,14,12,3.0,5.0,7.5,Aggressive,Spin,25.454327275636324,0.09259242112514605,378.0
Tristan Stubbs,2023.0,2,25.0,12.5,80.65,31.0,2,12,1.0,14.0,7.0,Anchor,Spin,11.521263981943116,1.1199910400716795,201.5
Tristan Stubbs,2022.0,2,2.0,1.0,50.0,4.0,2,0,0.0,0.0,0.0,Anchor,Spin,500000.0,0.0,135.0
Tushar Deshpande,2024.0,13,0.0,0.0,0.0,1.0,13,288,17.0,24.94,8.83,Anchor,Pace,0.0,249400.0,0.0
Tushar Deshpande,2023.0,16,0.0,0.0,0.0,1.0,16,341,21.0,26.86,9.92,Anchor,Pace,0.0,268600.0,0.0
Tushar Deshpande,2022.0,2,0.0,0.0,0.0,0.0,2,42,1.0,63.0,9.0,Anchor,Pace,0.0,630000.0,0.0
Tushar Deshpande,2020.0,5,21.0,21.0,175.0,12.0,5,102,3.0,64.0,11.29,Aggressive,Pace,15.500305577452814,3.047604535216499,5.25
Umran Malik,2024.0,1,0.0,0.0,0.0,0.0,1,6,0.0,0.0,15.0,Anchor,Pace,0.0,0.0,0.0
Umran Malik,2023.0,8,19.0,19.0,237.5,8.0,8,120,5.0,43.4,10.85,Aggressive,Pace,21.88919917788776,2.284198504218399,9.5
Umran Malik,2022.0,14,4.0,4.0,50.0,8.0,14,295,22.0,20.18,9.03,Anchor,Pace,5.537037242112491,5.044873878153046,7.666666666666667
Umran Malik,2021.0,3,0.0,0.0,0.0,0.0,3,72,2.0,48.0,8.0,Anchor,Spin,0.0,480000.0,5.75
